# Global Ionospheric Radio Observatory (GIRO)
# GIRO Digital Ionogram Database (DIDBase)
# Tabulated Rapid Access Ionospheric Characteristics, Version 1.1
# Generated by FastChar.GetBest on 2026-08-31T08:22:50.294Z
#
# Location: GEO (  8.5 N     4.5 E ), URSI-Code IL008, ILORIN
# Query for measurement interval of time: 2010-01-01T00:00:00.000Z - 2010-12-31T23:40:00.000Z
# Requested by unknown guest from IP:102.89.82.60
# Instrument: Ionosonde, Model: [DPS-4]
#
# Data Selection:
# CS [percent] = Autoscaling Confidence Score (from 0 to 100, 999 if manual scaling, -1 if unknown)
# foF2[MHz] = F2 layer critical frequency
# hmF2[km] = Peak height F2-layer
#
# All GIRO measurements are released under CC-BY-NC-SA 4.0 license
# Please follow the Lowell GIRO Data Center RULES OF THE ROAD
# https://ulcar.uml.edu/DIDBase/RulesOfTheRoadForDIDBase.htm
# Requires acknowledgement of IL008 data provider
#
# Time                    CS   foF2 QD   hmF2 QD
2010-03-26T16:45:00.000Z 100  8.775 //  376.2 //
2010-03-26T17:00:00.000Z 100  8.806 //  372.6 //
2010-03-26T17:15:00.000Z  50  6.863 //  288.5 //
2010-03-26T17:30:00.000Z  75  8.950 //  359.1 //
2010-03-26T17:45:00.000Z 100  9.050 //  357.9 //
2010-03-26T18:00:00.000Z 100  9.050 //  362.8 //
2010-03-26T18:45:00.000Z 100  8.600 //  390.3 //
2010-03-26T19:00:00.000Z 100  8.400 //  414.0 //
2010-03-26T19:15:00.000Z  75  8.100 /_  412.8 /_
2010-03-26T19:30:00.000Z 999  8.050 /_  426.4 /_
2010-03-26T19:45:00.000Z  75  3.500 //  338.9 //
2010-03-26T20:15:00.000Z   0  6.700 //    --- __
2010-03-26T20:30:00.000Z   0  6.750 //    --- __
2010-03-26T20:45:00.000Z   0  6.300 //    --- __
2010-03-26T21:00:00.000Z  75  8.000 //  290.1 //
2010-03-26T21:15:00.000Z  50  7.850 //  307.7 //
2010-03-26T21:30:00.000Z   0  8.700 //    --- __
2010-03-26T21:45:00.000Z  50 10.700 //  298.3 //
2010-03-26T22:00:00.000Z  50  6.500 //  258.5 //
2010-03-26T22:15:00.000Z  33  6.650 //  255.4 //
2010-03-26T22:30:00.000Z  33  7.350 //  280.2 //
2010-03-26T23:00:00.000Z  50  2.850 //  244.1 //
2010-03-26T23:15:00.000Z  50  8.300 //  292.2 //
2010-03-26T23:30:00.000Z  50  6.950 //  271.2 //
2010-03-26T23:45:00.000Z   0  7.950 //    --- __
2010-03-27T00:00:00.000Z  50  8.400 //  256.6 //
2010-03-27T00:15:00.000Z  33  7.100 //  252.7 //
2010-03-27T00:30:00.000Z  33  5.800 //  255.7 //
2010-03-27T00:45:00.000Z  50  5.700 //  245.2 //
2010-03-27T01:00:00.000Z  50  6.200 //  262.3 //
2010-03-27T01:15:00.000Z  50  5.300 //  275.7 //
2010-03-27T01:30:00.000Z  33  4.750 //  257.9 //
2010-03-27T01:45:00.000Z  75  5.200 //  252.8 //
2010-03-27T02:00:00.000Z   0  5.250 //    --- __
2010-03-27T02:15:00.000Z  33  5.250 //  269.7 //
2010-03-27T02:30:00.000Z  50  4.900 //  258.6 //
2010-03-27T02:45:00.000Z  75  4.900 //  293.1 //
2010-03-27T03:00:00.000Z  50  4.550 //  301.7 //
2010-03-27T03:15:00.000Z  33  2.700 //  260.7 //
2010-03-27T03:30:00.000Z   0  3.050 //  227.7 //
2010-03-27T03:45:00.000Z  50  2.800 //  239.8 //
2010-03-27T04:00:00.000Z  75  2.800 //  296.3 //
2010-03-27T04:15:00.000Z  50  1.850 //  294.7 //
2010-03-27T04:30:00.000Z  50  2.000 //  299.4 //
2010-03-27T04:45:00.000Z  33  2.100 //  250.3 //
2010-03-27T05:00:00.000Z   0  2.000 //    --- __
2010-03-27T05:15:00.000Z  50  2.000 //  326.9 //
2010-03-27T05:30:00.000Z  50  2.600 //  290.8 //
2010-03-27T05:45:00.000Z  75  3.813 //  272.5 //
2010-03-27T06:00:00.000Z   0  4.853 /_  249.6 /_
2010-03-27T06:15:00.000Z 100  5.656 /_  250.2 /_
2010-03-27T06:30:00.000Z  75  6.250 /_  248.4 /_
2010-03-27T06:45:00.000Z 100  7.000 /_  256.0 /_
2010-03-27T07:00:00.000Z  75  7.356 //  256.5 //
2010-03-27T07:15:00.000Z  75  7.707 //  267.7 //
2010-03-27T07:30:00.000Z 100  7.963 //  279.7 //
2010-03-27T07:45:00.000Z  75  8.113 //  290.8 //
2010-03-27T08:00:00.000Z 100  8.053 //  307.5 //
2010-03-27T08:15:00.000Z 100  8.163 //  329.1 //
2010-03-27T08:30:00.000Z 100  8.212 //  348.2 //
2010-03-27T08:45:00.000Z 100  8.075 //  375.0 //
2010-03-27T09:00:00.000Z  75  7.825 //  392.3 //
2010-03-27T09:15:00.000Z 100  7.275 //  376.2 //
2010-03-27T09:30:00.000Z 100  7.100 //  377.3 //
2010-03-27T09:45:00.000Z 100  6.863 //  330.1 //
2010-03-27T10:00:00.000Z 100  6.850 //  353.8 //
2010-03-27T10:15:00.000Z 100  6.800 //  349.4 //
2010-03-27T10:30:00.000Z 100  6.906 //  354.4 //
2010-03-27T10:45:00.000Z 100  7.075 //  414.7 //
2010-03-27T11:00:00.000Z 100  7.125 //  372.2 //
2010-03-27T11:15:00.000Z 100  7.125 //  377.1 //
2010-03-27T11:30:00.000Z 100  7.275 //  346.6 //
2010-03-27T11:45:00.000Z 100  7.425 //  340.7 //
2010-03-27T12:34:11.000Z 100  7.675 //  346.3 //
2010-03-27T12:45:00.000Z 100  7.675 //  347.7 //
2010-03-27T13:00:00.000Z 100  7.688 //  350.5 //
2010-03-27T13:15:00.000Z 100  7.675 //  351.6 //
2010-03-27T13:30:00.000Z 100  7.688 //  370.0 //
2010-03-27T13:45:00.000Z 100  7.700 //  373.5 //
2010-03-27T14:00:00.000Z  75  7.775 //  369.0 //
2010-03-27T14:15:00.000Z 100  7.775 //  359.1 //
2010-03-27T14:30:00.000Z 100  7.863 //  362.8 //
2010-03-27T14:45:00.000Z 100  8.000 //  374.1 //
2010-03-27T15:00:00.000Z 100  8.050 //  361.1 //
2010-03-27T15:30:00.000Z 100  8.375 //  346.1 //
2010-03-27T15:45:00.000Z 100  8.563 //  363.8 //
2010-03-27T16:00:00.000Z 100  8.625 //  344.3 //
2010-03-27T16:15:00.000Z 100  8.675 //  348.7 //
2010-03-27T16:22:02.000Z  75  8.225 //  302.8 //
2010-03-27T16:45:00.000Z 100  8.550 //  338.6 //
2010-03-27T17:00:00.000Z 100  8.625 //  347.8 //
2010-03-27T17:15:00.000Z   0  8.600 //    --- __
2010-03-27T17:30:00.000Z 100  8.712 //  350.8 //
2010-03-27T17:45:00.000Z 100  8.850 //  364.6 //
2010-03-27T18:00:00.000Z 100  8.800 //  364.9 //
2010-03-27T18:15:00.000Z 100  8.650 //  378.6 //
2010-03-27T18:30:00.000Z 100  8.400 //  395.5 //
2010-03-27T18:45:00.000Z 100  8.200 //  420.0 //
2010-03-27T19:00:00.000Z 100  7.950 //  428.0 //
2010-03-27T19:15:00.000Z  75  7.650 /_  431.1 /_
2010-03-27T19:30:00.000Z  75  7.200 /_  428.4 /_
2010-03-27T19:45:00.000Z  75  8.650 //  393.9 //
2010-03-27T20:00:00.000Z  33  6.600 //  383.4 //
2010-03-27T20:15:00.000Z  75  5.800 //  330.3 //
2010-03-27T20:30:00.000Z  50  4.650 //  360.3 //
2010-03-27T20:45:00.000Z   0  6.400 //  323.5 //
2010-03-27T21:00:00.000Z  75  8.250 //  349.7 //
2010-03-27T21:15:00.000Z  50  8.150 //  313.6 //
2010-03-27T21:30:00.000Z  33  6.050 //  310.1 //
2010-03-27T21:45:00.000Z  50  5.150 //  302.5 //
2010-03-27T22:00:00.000Z  50  3.750 //  388.8 //
2010-03-27T22:15:00.000Z  33  8.450 //  274.7 //
2010-03-27T22:30:00.000Z   0  7.800 //    --- __
2010-03-27T22:45:00.000Z   0  8.450 //  285.7 //
2010-03-27T23:00:00.000Z   0  6.450 //  281.1 //
2010-03-27T23:15:00.000Z   0  7.300 //    --- __
2010-03-27T23:30:00.000Z  75  6.800 //  241.6 //
2010-03-27T23:45:00.000Z  50  6.700 //  265.1 //
2010-03-28T00:00:00.000Z  33  5.750 //  258.5 //
2010-03-28T00:15:00.000Z  75  6.350 //  264.8 //
2010-03-28T00:30:00.000Z  33  6.250 //  256.1 //
2010-03-28T00:45:00.000Z  75  5.150 //  237.9 //
2010-03-28T01:00:00.000Z  50  5.300 //  261.5 //
2010-03-28T01:15:00.000Z  75  5.350 //  270.0 //
2010-03-28T01:30:00.000Z  75  5.150 //  286.8 //
2010-03-28T01:45:00.000Z  75  4.800 //  254.0 //
2010-03-28T02:00:00.000Z  75  4.200 //  244.9 //
2010-03-28T02:15:00.000Z   0  4.450 //    --- __
2010-03-28T02:30:00.000Z  75  4.100 //  278.8 //
2010-03-28T02:45:00.000Z  50  3.650 //  256.9 //
2010-03-28T03:00:00.000Z  50  2.550 //  226.1 //
2010-03-28T03:15:00.000Z  75  2.400 //  221.8 //
2010-03-28T03:30:00.000Z  75  2.100 //  225.9 //
2010-03-28T03:45:00.000Z  75  2.000 //  230.2 //
2010-03-28T04:00:00.000Z  75  1.700 //  250.7 //
2010-03-28T04:15:00.000Z 100  1.450 //  249.7 //
2010-03-28T05:15:00.000Z 100  1.450 //  324.7 //
2010-03-28T05:30:00.000Z 100  2.450 //  265.7 //
2010-03-28T05:45:00.000Z 100  3.906 //  251.1 //
2010-03-28T06:00:00.000Z 100  4.950 /_  248.3 /_
2010-03-28T06:15:00.000Z 100  5.853 /_  241.5 /_
2010-03-28T06:30:00.000Z  75  6.500 /_  245.0 /_
2010-03-28T06:45:00.000Z 100  6.951 /_  245.6 /_
2010-03-28T07:00:00.000Z 100  7.353 //  256.9 //
2010-03-28T07:15:00.000Z  75  7.713 //  258.3 //
2010-03-28T07:30:00.000Z 100  8.056 //  270.8 //
2010-03-28T07:45:00.000Z 100  8.212 /_  285.4 /_
2010-03-28T08:00:00.000Z 100  8.475 /_  305.1 /_
2010-03-28T08:15:00.000Z 100  8.256 //  310.3 //
2010-03-28T08:30:00.000Z 100  8.256 //  337.3 //
2010-03-28T08:45:00.000Z 100  8.087 //  359.3 //
2010-03-28T09:00:00.000Z 100  7.825 //  378.2 //
2010-03-28T09:15:00.000Z 100  7.225 //  381.6 //
2010-03-28T09:30:00.000Z 100  7.125 //  376.7 //
2010-03-28T09:45:00.000Z 100  6.975 //  376.8 //
2010-03-28T10:00:00.000Z 100  6.825 //  355.9 //
2010-03-28T10:15:00.000Z 100  6.775 //  339.8 //
2010-03-28T10:30:00.000Z 100  6.925 //  395.9 //
2010-03-28T10:45:00.000Z 100  6.850 //  340.2 //
2010-03-28T11:00:00.000Z  75  7.075 //  366.8 //
2010-03-28T11:15:00.000Z 100  7.225 //  355.7 //
2010-03-28T11:30:00.000Z 100  7.325 //  338.8 //
2010-03-28T11:45:00.000Z 100  7.488 //  341.4 //
2010-03-28T12:00:00.000Z 100  7.575 //  343.8 //
2010-03-28T12:15:00.000Z 100  7.625 //  338.6 //
2010-03-28T12:30:00.000Z 100  7.775 //  342.9 //
2010-03-28T12:45:00.000Z 100  7.675 //  324.3 //
2010-03-28T13:00:00.000Z 100  7.725 //  340.5 //
2010-03-28T13:15:00.000Z 100  7.675 //  351.0 //
2010-03-28T13:30:00.000Z 100  7.725 //  351.8 //
2010-03-28T13:45:00.000Z 100  7.825 //  344.2 //
2010-03-28T14:00:00.000Z 100  7.963 //  342.8 //
2010-03-28T14:15:00.000Z 100  8.125 //  349.3 //
2010-03-28T14:30:00.000Z 100  8.413 //  344.8 //
2010-03-28T14:45:00.000Z 100  8.575 //  330.0 //
2010-03-28T15:00:00.000Z 100  8.825 //  341.6 //
2010-03-28T15:15:00.000Z 100  8.975 //  336.0 //
2010-03-28T15:30:00.000Z 100  9.100 //  336.7 //
2010-03-28T15:45:00.000Z 100  9.325 //  339.3 //
2010-03-28T16:00:00.000Z  75  9.350 //  319.7 //
2010-03-28T16:15:00.000Z  50  9.500 //  322.3 //
2010-03-28T16:30:00.000Z  75  9.462 //  318.3 //
2010-03-28T16:45:00.000Z 100  9.225 //  312.2 //
2010-03-28T17:00:00.000Z  75  9.525 //  335.0 //
2010-03-28T17:15:00.000Z   0  9.250 //    --- __
2010-03-28T17:30:00.000Z  75  9.325 //  344.5 //
2010-03-28T17:45:00.000Z  75  9.300 //  350.3 //
2010-03-28T18:00:00.000Z  75  9.250 //  363.7 //
2010-03-28T18:15:00.000Z 100  9.000 //  374.8 //
2010-03-28T18:30:00.000Z 100  8.800 //  395.0 //
2010-03-28T18:45:00.000Z 100  8.450 //  398.6 //
2010-03-28T19:00:00.000Z 100  8.100 /_  410.3 /_
2010-03-28T19:15:00.000Z  75  7.850 /_  429.4 /_
2010-03-28T19:30:00.000Z  33  8.400 //  417.3 //
2010-03-28T19:45:00.000Z  33  7.800 //  435.8 //
2010-03-28T20:00:00.000Z   0  8.500 //  558.6 //
2010-03-28T20:15:00.000Z   0  3.900 //  367.3 //
2010-03-28T21:30:00.000Z   0  6.600 //  344.6 //
2010-03-28T21:45:00.000Z  33  5.000 //  353.2 //
2010-03-28T22:00:00.000Z  50  6.550 //  359.1 //
2010-03-28T22:15:00.000Z  33  5.750 //  335.2 //
2010-03-28T22:30:00.000Z  75  6.650 //  311.9 //
2010-03-28T22:45:00.000Z  33  4.700 //  313.1 //
2010-03-28T23:00:00.000Z  50  5.350 //  391.6 //
2010-03-28T23:15:00.000Z  50  4.600 //  340.4 //
2010-03-28T23:30:00.000Z  33  4.750 //  343.2 //
2010-03-28T23:45:00.000Z  75  4.200 //  307.6 //
2010-03-29T00:00:00.000Z  50  3.950 //  285.2 //
2010-03-29T00:15:00.000Z  50  3.200 //  273.7 //
2010-03-29T00:45:00.000Z  33  4.750 //  265.1 //
2010-03-29T01:00:00.000Z  75  5.150 //  270.0 //
2010-03-29T01:15:00.000Z  50  5.400 //  300.6 //
2010-03-29T01:30:00.000Z  33  4.900 //  261.6 //
2010-03-29T01:45:00.000Z  75  5.550 //  283.3 //
2010-03-29T02:00:00.000Z  75  5.400 //  285.8 //
2010-03-29T02:15:00.000Z  75  5.200 //  271.7 //
2010-03-29T02:30:00.000Z  75  5.050 //  252.1 //
2010-03-29T02:45:00.000Z  50  4.450 //  252.3 //
2010-03-29T03:00:00.000Z  75  4.750 //  247.5 //
2010-03-29T03:15:00.000Z  75  4.200 //  247.9 //
2010-03-29T03:30:00.000Z  75  3.700 //  238.7 //
2010-03-29T03:45:00.000Z  75  3.450 //  246.0 //
2010-03-29T04:00:00.000Z  33  3.250 //  321.0 //
2010-03-29T04:15:00.000Z  75  2.050 //  213.8 //
2010-03-29T04:45:00.000Z  75  2.100 //  261.5 //
2010-03-29T05:00:00.000Z  33  2.150 //  273.1 //
2010-03-29T05:15:00.000Z  75  1.900 //  253.7 //
2010-03-29T05:30:00.000Z  50  2.400 //  252.8 //
2010-03-29T05:45:00.000Z 100  4.100 /_  255.0 /_
2010-03-29T06:00:00.000Z 100  5.000 /_  246.4 /_
2010-03-29T06:15:00.000Z   0  5.963 /_  241.0 /_
2010-03-29T06:30:00.000Z 100  6.651 /_  245.2 /_
2010-03-29T06:45:00.000Z 100  7.156 //  249.5 //
2010-03-29T07:00:00.000Z  75  7.450 //  255.0 //
2010-03-29T07:15:00.000Z  75  7.756 //  270.3 //
2010-03-29T07:30:00.000Z  75  7.804 /_  276.2 /_
2010-03-29T07:45:00.000Z  75  7.913 /_  296.3 /_
2010-03-29T08:00:00.000Z 100  7.913 //  308.0 //
2010-03-29T08:15:00.000Z 100  7.750 //  323.0 //
2010-03-29T08:30:00.000Z 100  7.762 //  357.4 //
2010-03-29T08:45:00.000Z 100  7.275 //  354.2 //
2010-03-29T09:00:00.000Z 100  7.175 //  374.0 //
2010-03-29T09:15:00.000Z 100  7.000 //  361.5 //
2010-03-29T09:30:00.000Z 100  6.900 //  352.4 //
2010-03-29T09:45:00.000Z 100  6.725 //  339.3 //
2010-03-29T10:00:00.000Z 100  6.725 //  356.4 //
2010-03-29T10:16:41.000Z 100  6.725 //  347.0 //
2010-03-29T10:30:00.000Z 100  6.725 //  350.5 //
2010-03-29T10:45:00.000Z 100  6.850 //  351.6 //
2010-03-29T11:00:00.000Z 100  7.075 //  356.1 //
2010-03-29T11:15:00.000Z 100  7.325 //  375.9 //
2010-03-29T11:30:00.000Z 100  7.575 //  332.1 //
2010-03-29T11:45:00.000Z 100  7.850 //  343.3 //
2010-03-29T12:00:00.000Z 100  7.975 //  332.5 //
2010-03-29T12:15:00.000Z 100  8.125 //  341.7 //
2010-03-29T12:30:00.000Z 100  8.100 //  335.3 //
2010-03-29T12:45:00.000Z 100  8.075 //  325.7 //
2010-03-29T13:00:00.000Z 100  8.125 //  342.2 //
2010-03-29T13:15:00.000Z 100  8.100 //  362.1 //
2010-03-29T13:30:00.000Z 100  8.050 //  354.4 //
2010-03-29T13:45:00.000Z 100  8.175 //  357.2 //
2010-03-29T14:00:00.000Z 100  8.325 //  371.9 //
2010-03-29T14:15:00.000Z 100  8.425 //  372.0 //
2010-03-29T14:30:00.000Z 100  8.625 //  357.4 //
2010-03-29T14:45:00.000Z 100  8.775 //  363.4 //
2010-03-29T15:00:00.000Z 100  8.825 //  353.2 //
2010-03-29T15:15:00.000Z 100  8.775 //  348.5 //
2010-03-29T15:30:00.000Z 100  8.925 //  337.0 //
2010-03-29T15:45:00.000Z 100  8.962 //  338.0 //
2010-03-29T15:55:00.000Z 100  9.012 //  338.0 //
2010-03-29T16:15:00.000Z 100  9.100 //  324.3 //
2010-03-29T16:30:00.000Z  75  9.200 //  331.5 //
2010-03-29T16:45:00.000Z  75  9.300 //  324.0 //
2010-03-29T17:00:00.000Z  75  9.500 //  357.9 //
2010-03-29T17:15:00.000Z  75  9.250 //  326.7 //
2010-03-29T17:30:00.000Z  75  9.250 //  332.9 //
2010-03-29T17:45:00.000Z  75  9.250 //  332.1 //
2010-03-29T18:00:00.000Z  75  9.100 //  330.2 //
2010-03-29T18:15:00.000Z 100  9.100 //  346.5 //
2010-03-29T18:30:00.000Z  50  8.850 //  354.8 //
2010-03-29T18:45:00.000Z 100  9.200 //  375.3 //
2010-03-29T19:00:00.000Z  75  9.000 //  373.4 //
2010-03-29T19:15:00.000Z 100  9.100 //  387.8 //
2010-03-29T19:30:00.000Z 100  8.950 //  383.2 //
2010-03-29T19:45:00.000Z 100  8.750 //  373.6 //
2010-03-29T20:00:00.000Z  75  8.550 //  366.0 //
2010-03-29T20:15:00.000Z  75  8.350 /_  360.7 /_
2010-03-29T20:30:00.000Z 100  8.250 /_  370.5 /_
2010-03-29T20:45:00.000Z  75  8.150 /_  359.1 /_
2010-03-29T21:00:00.000Z  50  7.900 /_  343.6 /_
2010-03-29T21:15:00.000Z  75  7.800 //  343.1 //
2010-03-29T21:30:00.000Z  50  7.450 //  334.0 //
2010-03-29T21:45:00.000Z  33  7.050 //  281.8 //
2010-03-29T22:00:00.000Z  75  8.250 //  300.9 //
2010-03-29T22:15:00.000Z   0  4.050 //  261.8 //
2010-03-29T22:30:00.000Z   0  5.850 //    --- __
2010-03-29T22:45:00.000Z   0  5.600 //  264.0 //
2010-03-29T23:00:00.000Z   0  7.750 //    --- __
2010-03-29T23:15:00.000Z  50  6.800 //  277.8 //
2010-03-29T23:30:00.000Z  33  6.600 //  268.8 //
2010-03-29T23:45:00.000Z  75  5.300 //  254.7 //
2010-03-30T00:00:00.000Z   0  9.150 //    --- __
2010-03-30T00:15:00.000Z  75  7.750 //  280.7 //
2010-03-30T00:30:00.000Z  50  7.100 //  253.4 //
2010-03-30T00:45:00.000Z  50  4.600 //  226.7 //
2010-03-30T01:00:00.000Z  75  6.550 //  272.0 //
2010-03-30T01:15:00.000Z  75  5.650 //  241.4 //
2010-03-30T01:30:00.000Z  33  5.000 //  243.2 //
2010-03-30T01:45:00.000Z  50  5.800 //  276.5 //
2010-03-30T02:00:00.000Z  75  5.500 //  262.6 //
2010-03-30T02:15:00.000Z  75  5.200 //  261.1 //
2010-03-30T02:30:00.000Z  75  5.100 //  260.5 //
2010-03-30T02:45:00.000Z  75  4.650 //  247.7 //
2010-03-30T03:00:00.000Z  75  4.450 //  254.2 //
2010-03-30T03:15:00.000Z  75  3.750 //  230.5 //
2010-03-30T03:30:00.000Z  75  3.350 //  261.0 //
2010-03-30T03:45:00.000Z  75  3.100 //  261.2 //
2010-03-30T04:00:00.000Z  75  2.400 //  229.0 //
2010-03-30T04:15:00.000Z  50  2.350 //  273.7 //
2010-03-30T04:30:00.000Z  50  2.150 //  300.9 //
2010-03-30T04:45:00.000Z 100  1.750 //  249.7 //
2010-03-30T05:00:00.000Z  75  1.600 //  249.8 //
2010-03-30T05:15:00.000Z  75  1.400 //  236.9 //
2010-03-30T05:30:00.000Z  75  2.650 //  264.6 //
2010-03-30T05:45:00.000Z 100  3.950 //  248.8 //
2010-03-30T06:00:00.000Z  75  5.050 //  244.3 //
2010-03-30T06:15:00.000Z   0  5.800 //    --- __
2010-03-30T06:30:00.000Z 100  6.606 //  236.3 //
2010-03-30T06:45:00.000Z 100  7.100 //  240.4 //
2010-03-30T07:00:00.000Z  75  7.503 //  250.7 //
2010-03-30T07:15:00.000Z   0  7.950 //    --- __
2010-03-30T07:30:00.000Z  75  8.056 /_  266.8 /_
2010-03-30T07:45:00.000Z   0  8.306 /_  277.8 /_
2010-03-30T08:00:00.000Z 100  8.500 //  289.2 //
2010-03-30T08:15:00.000Z 100  8.607 //  307.2 //
2010-03-30T08:30:00.000Z 100  8.601 //  328.1 //
2010-03-30T08:45:00.000Z  75  8.375 //  349.9 //
2010-03-30T09:00:00.000Z  75  8.200 //  384.4 //
2010-03-30T09:15:00.000Z 100  7.625 //  360.2 //
2010-03-30T13:45:00.000Z 100  9.675 //  317.5 //
2010-03-30T14:00:00.000Z 100  9.875 //  318.6 //
2010-03-30T14:15:00.000Z 100 10.363 //  311.0 //
2010-03-30T14:30:00.000Z 100 10.613 //  308.4 //
2010-03-31T13:30:00.000Z 100  9.775 //  329.3 //
2010-03-31T13:45:00.000Z 100 10.025 //  331.9 //
2010-03-31T14:00:00.000Z 100 10.125 //  327.8 //
2010-03-31T14:15:00.000Z 100 10.225 //  322.5 //
2010-03-31T14:30:00.000Z 100 10.375 //  326.5 //
2010-03-31T14:45:00.000Z 100 10.375 //  326.1 //
2010-03-31T15:00:00.000Z 100 10.400 //  327.4 //
2010-03-31T15:15:00.000Z 100 10.700 //  327.0 //
2010-03-31T15:30:00.000Z 100 10.900 //  325.1 //
2010-03-31T15:45:00.000Z 100 10.925 //  319.7 //
2010-03-31T16:00:00.000Z 100 10.875 //  317.9 //
2010-03-31T16:15:00.000Z 100 10.750 //  311.7 //
2010-03-31T16:30:00.000Z 100 10.750 //  314.7 //
2010-03-31T16:45:00.000Z 100 10.800 //  315.0 //
2010-03-31T17:00:00.000Z 100 10.600 //  309.5 //
2010-03-31T17:15:00.000Z 100 10.600 //  314.0 //
2010-03-31T17:30:00.000Z 100 10.650 //  321.7 //
2010-03-31T17:45:00.000Z 100 10.650 //  330.2 //
2010-03-31T18:00:00.000Z  75 10.350 //  335.1 //
2010-03-31T18:15:00.000Z 100 10.500 //  353.5 //
2010-03-31T18:45:00.000Z 100 10.200 //  363.8 //
2010-03-31T19:00:00.000Z  75 10.000 //  374.1 //
2010-03-31T19:15:00.000Z  75  9.250 //  355.9 //
2010-03-31T19:30:00.000Z  75  9.300 //  372.6 //
2010-03-31T19:45:00.000Z  50  9.200 /_  377.1 /_
2010-03-31T21:00:00.000Z  50  7.800 //  306.0 //
2010-03-31T21:15:00.000Z  75 11.000 //  272.3 //
2010-03-31T21:30:00.000Z   0  5.700 //  283.3 //
2010-03-31T21:45:00.000Z  75  8.500 //  259.2 //
2010-03-31T22:15:00.000Z  33  8.000 //  240.4 //
2010-03-31T22:30:00.000Z  75  8.600 //  250.7 //
2010-03-31T22:45:00.000Z  50  8.050 //  235.9 //
2010-03-31T23:00:00.000Z  33  6.950 //  238.1 //
2010-03-31T23:15:00.000Z   0  8.150 //    --- __
2010-03-31T23:30:00.000Z   0  8.350 //    --- __
2010-03-31T23:45:00.000Z  33  5.750 //  220.9 //
2010-04-01T00:00:00.000Z  75  7.800 //  259.0 //
2010-04-01T00:15:00.000Z  50  6.600 //  239.6 //
2010-04-01T00:30:00.000Z  50  7.100 //  259.5 //
2010-04-01T00:45:00.000Z  33  7.150 //  241.7 //
2010-04-01T01:00:00.000Z  75  6.600 //  238.0 //
2010-04-01T01:15:00.000Z  75  6.500 //  270.5 //
2010-04-01T01:30:00.000Z   0  5.050 //  234.6 //
2010-04-01T01:45:00.000Z  75  6.700 //  256.5 //
2010-04-01T02:00:00.000Z  33  4.850 //  226.3 //
2010-04-01T02:15:00.000Z  50  5.450 //  257.4 //
2010-04-01T02:30:00.000Z  75  4.950 //  243.1 //
2010-04-01T02:45:00.000Z  50  4.350 //  242.1 //
2010-04-01T03:00:00.000Z  75  4.150 //  245.8 //
2010-04-01T03:15:00.000Z  50  3.550 //  248.8 //
2010-04-01T03:30:00.000Z  75  3.750 //  426.8 //
2010-04-01T03:45:00.000Z  75  3.450 //  299.1 //
2010-04-01T04:15:00.000Z  33  2.200 //  270.7 //
2010-04-01T05:30:00.000Z  75  2.425 //  241.9 //
2010-04-01T05:45:00.000Z 100  4.150 //  255.7 //
2010-04-01T06:00:00.000Z 100  5.150 //  238.6 //
2010-04-01T06:15:00.000Z 100  5.775 //  227.2 //
2010-04-01T06:30:00.000Z 100  6.353 //  230.1 //
2010-04-01T06:45:00.000Z 100  6.950 //  232.8 //
2010-04-01T07:00:00.000Z   0  7.453 /_  244.5 /_
2010-04-01T07:15:00.000Z 100  7.807 /_  241.4 /_
2010-04-01T07:30:00.000Z  75  7.900 //  242.7 //
2010-04-01T07:45:00.000Z  75  7.906 //  245.5 //
2010-04-01T08:00:00.000Z 100  8.256 //  260.6 //
2010-04-01T08:15:00.000Z 100  8.650 //  275.2 //
2010-04-01T08:30:00.000Z 100  9.163 //  275.6 //
2010-04-01T08:45:00.000Z 100  9.306 //  282.7 //
2010-04-01T09:00:00.000Z 100  9.212 //  295.4 //
2010-04-01T09:15:00.000Z   0  9.100 //    --- __
2010-04-01T09:30:00.000Z  75  8.906 //  330.1 //
2010-04-01T09:45:00.000Z 100  8.750 //  344.9 //
2010-04-01T10:00:00.000Z  50  8.651 //  374.5 //
2010-04-01T10:15:00.000Z  75  8.025 //  380.0 //
2010-04-01T10:30:00.000Z 100  8.075 //  394.2 //
2010-04-01T10:45:00.000Z 100  7.825 //  372.0 //
2010-04-01T11:00:00.000Z 100  7.825 //  389.8 //
2010-04-01T11:15:00.000Z 100  7.825 //  336.5 //
2010-04-01T11:30:00.000Z 100  7.875 //  356.8 //
2010-04-01T11:45:00.000Z 100  7.975 //  341.6 //
2010-04-01T12:00:00.000Z 100  8.050 //  341.4 //
2010-04-01T12:15:00.000Z 100  8.075 //  334.5 //
2010-04-01T12:30:00.000Z 100  8.100 //  328.1 //
2010-04-01T12:45:00.000Z 100  8.175 //  334.6 //
2010-04-01T13:00:00.000Z 100  8.175 //  340.7 //
2010-04-01T13:15:00.000Z 100  8.275 //  348.1 //
2010-04-01T13:30:00.000Z 100  8.482 //  344.2 //
2010-04-01T13:45:00.000Z 100  8.550 //  331.5 //
2010-04-01T14:00:00.000Z 100  8.875 //  343.4 //
2010-04-01T14:15:00.000Z 100  9.000 //  337.1 //
2010-04-01T14:30:00.000Z 100  9.275 //  344.2 //
2010-04-01T14:45:00.000Z 100  9.475 //  331.7 //
2010-04-01T15:00:00.000Z 100  9.675 //  321.4 //
