# Global Ionospheric Radio Observatory (GIRO)
# GIRO Digital Ionogram Database (DIDBase)
# Tabulated Rapid Access Ionospheric Characteristics, Version 1.1
# Generated by FastChar.GetBest on 2026-08-31T08:22:50.294Z
#
# Location: GEO (  8.5 N     4.5 E ), URSI-Code IL008, ILORIN
# Query for measurement interval of time: 2010-01-01T00:00:00.000Z - 2010-12-31T23:40:00.000Z
# Requested by unknown guest from IP:102.89.82.60
# Instrument: Ionosonde, Model: [DPS-4]
#
# Data Selection:
# CS [percent] = Autoscaling Confidence Score (from 0 to 100, 999 if manual scaling, -1 if unknown)
# foF2[MHz] = F2 layer critical frequency
# hmF2[km] = Peak height F2-layer
#
# All GIRO measurements are released under CC-BY-NC-SA 4.0 license
# Please follow the Lowell GIRO Data Center RULES OF THE ROAD
# https://ulcar.uml.edu/DIDBase/RulesOfTheRoadForDIDBase.htm
# Requires acknowledgement of IL008 data provider
#
# Time                    CS   foF2 QD   hmF2 QD
2010-09-09T17:00:00.000Z 100  7.300 //  348.8 //
2010-09-09T17:15:00.000Z 100  7.375 //  371.4 //
2010-09-09T17:30:00.000Z  75  7.050 //  346.8 //
2010-09-09T17:45:00.000Z  75  7.100 //  375.4 //
2010-09-09T18:00:00.000Z 100  7.050 //  375.0 //
2010-09-09T18:15:00.000Z 100  7.100 //  368.2 //
2010-09-09T18:30:00.000Z 100  7.100 //  349.9 //
2010-09-09T18:45:00.000Z 100  7.150 //  344.5 //
2010-09-09T19:00:00.000Z 100  7.350 //  364.5 //
2010-09-09T19:15:00.000Z  75  7.150 //  346.0 //
2010-09-09T19:30:00.000Z 100  7.200 //  352.1 //
2010-09-09T19:45:00.000Z 100  7.150 /_  355.9 /_
2010-09-09T20:00:00.000Z  75  7.150 /_  368.9 /_
2010-09-09T20:15:00.000Z  75  6.900 //  369.6 //
2010-09-09T20:30:00.000Z  75  6.750 //  383.3 //
2010-09-09T20:45:00.000Z  75  6.550 //  392.2 //
2010-09-09T21:00:00.000Z  75  8.050 //  369.7 //
2010-09-09T21:15:00.000Z   0  5.800 //  342.0 //
2010-09-09T21:30:00.000Z  75  8.850 //  337.7 //
2010-09-09T21:45:00.000Z  75  8.750 //  338.0 //
2010-09-09T22:00:00.000Z  75  7.800 //  293.6 //
2010-09-09T22:15:00.000Z   0  8.900 //    --- __
2010-09-09T22:30:00.000Z   0  6.550 //    --- __
2010-09-09T22:45:00.000Z  50  8.500 //  287.9 //
2010-09-09T23:00:00.000Z   0  5.800 //    --- __
2010-09-09T23:30:00.000Z  50  6.150 //  278.2 //
2010-09-10T00:30:00.000Z  75  5.450 //  275.5 //
2010-09-10T00:45:00.000Z  75  6.500 //  272.2 //
2010-09-10T01:00:00.000Z  75  6.050 //  276.7 //
2010-09-10T01:15:00.000Z  50  5.250 //  248.0 //
2010-09-10T01:30:00.000Z  75  5.500 //  252.6 //
2010-09-10T01:45:00.000Z  50  5.100 //  296.9 //
2010-09-10T02:00:00.000Z  50  5.100 //  259.0 //
2010-09-10T02:15:00.000Z  33  4.700 //  258.9 //
2010-09-10T02:30:00.000Z  75  4.350 //  254.5 //
2010-09-10T02:45:00.000Z  50  4.000 //  255.8 //
2010-09-10T03:00:00.000Z  75  3.500 //  273.9 //
2010-09-10T03:15:00.000Z  75  3.200 //  256.0 //
2010-09-10T03:45:00.000Z  33  2.300 //  384.7 //
2010-09-10T04:00:00.000Z  33  2.400 //  248.0 //
2010-09-10T04:15:00.000Z  75  1.950 //  242.3 //
2010-09-10T04:30:00.000Z  33  1.800 //  244.0 //
2010-09-10T04:45:00.000Z  75  1.800 //  281.3 //
2010-09-10T05:00:00.000Z 100  1.750 //  239.0 //
2010-09-10T05:15:00.000Z  75  2.475 //  274.6 //
2010-09-10T05:30:00.000Z 100  3.650 //  272.4 //
2010-09-10T05:45:00.000Z   0  4.600 //    --- __
2010-09-10T06:00:00.000Z 100  5.500 //  233.9 //
2010-09-10T06:15:00.000Z 100  6.100 //  244.5 //
2010-09-10T06:30:00.000Z 100  6.650 /_  244.0 /_
2010-09-10T06:45:00.000Z 100  6.850 /_  248.9 /_
2010-09-10T07:00:00.000Z 100  7.150 /_  255.8 /_
2010-09-10T07:15:00.000Z   0  7.601 /_  255.2 /_
2010-09-10T07:30:00.000Z 100  7.637 //  258.9 //
2010-09-10T07:45:00.000Z   0  7.800 //    --- __
2010-09-10T08:00:00.000Z 100  8.212 //  276.2 //
2010-09-10T08:15:00.000Z 100  8.256 //  289.9 //
2010-09-10T08:30:00.000Z 100  8.375 //  311.5 //
2010-09-10T08:45:00.000Z 100  8.156 //  328.6 //
2010-09-10T09:00:00.000Z  75  7.825 //  348.1 //
2010-09-10T09:15:00.000Z 100  7.325 //  360.9 //
2010-09-10T09:30:00.000Z 100  6.850 //  365.8 //
2010-09-10T09:45:00.000Z  75  6.675 //  398.8 //
2010-09-10T10:00:00.000Z 100  6.575 //  364.4 //
2010-09-10T10:15:00.000Z 100  6.475 //  347.5 //
2010-09-10T10:30:00.000Z   0  6.400 //    --- __
2010-09-10T10:45:00.000Z 100  6.375 //  371.4 //
2010-09-10T11:00:00.000Z 100  6.425 //  377.4 //
2010-09-10T11:15:00.000Z 100  6.375 //  325.0 //
2010-09-10T11:30:00.000Z 100  6.525 //  349.7 //
2010-09-10T11:45:00.000Z 100  6.613 //  361.5 //
2010-09-10T12:00:00.000Z 100  6.625 //  330.6 //
2010-09-10T12:15:00.000Z 100  6.600 //  327.2 //
2010-09-10T12:30:00.000Z 100  6.475 //  328.5 //
2010-09-10T12:45:00.000Z 100  6.575 //  338.1 //
2010-09-10T13:00:00.000Z 100  6.575 //  331.0 //
2010-09-10T13:15:00.000Z 100  6.725 //  347.0 //
2010-09-10T13:30:00.000Z 100  6.575 //  307.2 //
2010-09-10T13:45:00.000Z 100  6.675 //  330.7 //
2010-09-10T14:00:00.000Z 100  6.825 //  351.0 //
2010-09-10T14:15:00.000Z  75  6.875 //  348.8 //
2010-09-10T14:30:00.000Z 100  7.025 //  343.4 //
2010-09-10T14:45:00.000Z  75  7.150 //  345.5 //
2010-09-10T15:00:00.000Z 100  7.350 //  341.2 //
2010-09-10T15:15:00.000Z 100  7.450 //  342.8 //
2010-09-10T15:30:00.000Z 100  7.531 //  346.3 //
2010-09-10T15:45:00.000Z 100  7.506 //  335.4 //
2010-09-10T16:00:00.000Z 100  7.600 //  347.0 //
2010-09-10T16:15:00.000Z 100  7.675 //  344.1 //
2010-09-10T16:30:00.000Z 100  7.800 //  332.0 //
2010-09-10T16:45:00.000Z 100  8.012 //  336.1 //
2010-09-10T17:00:00.000Z 100  8.150 //  340.1 //
2010-09-10T17:15:00.000Z 100  8.200 //  340.5 //
2010-09-10T17:30:00.000Z 100  8.400 //  343.5 //
2010-09-10T17:45:00.000Z 100  8.300 //  339.7 //
2010-09-10T18:00:00.000Z 100  8.200 //  352.8 //
2010-09-10T18:15:00.000Z 100  8.150 //  360.8 //
2010-09-10T18:30:00.000Z 100  7.900 //  368.8 //
2010-09-10T18:45:00.000Z 100  7.650 //  377.5 //
2010-09-10T19:00:00.000Z 100  7.300 //  371.2 //
2010-09-10T19:15:00.000Z 100  7.150 //  391.2 //
2010-09-10T19:30:00.000Z 100  6.750 //  402.4 //
2010-09-10T19:45:00.000Z 100  6.350 //  400.8 //
2010-09-10T20:00:00.000Z  75  6.100 //  405.9 //
2010-09-10T20:15:00.000Z  50  5.700 //  394.9 //
2010-09-10T20:30:00.000Z  50  3.800 //  353.5 //
2010-09-10T20:45:00.000Z  33  5.300 //  385.9 //
2010-09-10T21:00:00.000Z  50  4.350 //  345.5 //
2010-09-10T21:15:00.000Z  33  3.800 //  321.4 //
2010-09-10T21:30:00.000Z  33  3.450 //  320.9 //
2010-09-10T21:45:00.000Z  33  5.000 //  344.3 //
2010-09-10T22:00:00.000Z  50  5.850 //  337.8 //
2010-09-10T22:15:00.000Z  50  5.500 //  363.9 //
2010-09-10T22:30:00.000Z  33  4.950 //  317.8 //
2010-09-10T22:45:00.000Z  50  4.750 //  286.6 //
2010-09-10T23:00:00.000Z  50  4.500 //  254.9 //
2010-09-10T23:15:00.000Z  75  5.400 //  281.2 //
2010-09-10T23:30:00.000Z  33  5.400 //  277.1 //
2010-09-10T23:45:00.000Z  50  5.750 //  299.4 //
2010-09-11T00:00:00.000Z  50  5.450 //  286.0 //
2010-09-11T00:15:00.000Z  50  5.000 //  291.1 //
2010-09-11T00:30:00.000Z  50  4.950 //  296.4 //
2010-09-11T00:45:00.000Z  50  5.400 //  290.0 //
2010-09-11T01:00:00.000Z  75  4.200 //  272.5 //
2010-09-11T01:15:00.000Z  33  5.500 //  288.6 //
2010-09-11T01:30:00.000Z  75  5.100 //  252.1 //
2010-09-11T01:45:00.000Z  50  4.200 //  255.6 //
2010-09-11T02:00:00.000Z  50  4.300 //  250.5 //
2010-09-11T02:15:00.000Z  75  3.650 //  240.8 //
2010-09-11T02:30:00.000Z 100  3.700 //  235.3 //
2010-09-11T02:45:00.000Z 100  3.350 //  242.9 //
2010-09-11T03:00:00.000Z 100  2.950 //  245.2 //
2010-09-11T03:15:00.000Z  75  2.200 //  229.0 //
2010-09-11T03:30:00.000Z  75  2.250 //  272.9 //
2010-09-11T03:45:00.000Z 100  2.000 //  289.3 //
2010-09-11T04:00:00.000Z 100  1.800 //  283.3 //
2010-09-11T04:15:00.000Z 100  1.650 //  284.6 //
2010-09-11T04:30:00.000Z  33  1.600 //  291.9 //
2010-09-11T05:15:00.000Z  75  2.300 //  287.9 //
2010-09-11T05:30:00.000Z  33  2.300 //  206.4 //
2010-09-11T05:45:00.000Z 100  4.500 //  226.0 //
2010-09-11T06:00:00.000Z  75  5.253 //  222.2 //
2010-09-11T06:15:00.000Z 100  5.700 /_  230.3 /_
2010-09-11T06:30:00.000Z   0  6.000 /_  227.0 /_
2010-09-11T06:45:00.000Z 100  6.313 /_  236.9 /_
2010-09-11T07:00:00.000Z 100  6.413 /_  234.0 /_
2010-09-11T07:15:00.000Z 100  6.601 //  237.3 //
2010-09-11T07:30:00.000Z 100  7.113 //  245.2 //
2010-09-11T07:45:00.000Z 100  7.606 //  254.3 //
2010-09-11T08:00:00.000Z 100  7.825 //  257.0 //
2010-09-11T08:15:00.000Z  75  7.963 //  266.6 //
2010-09-11T08:30:00.000Z 100  8.107 //  282.1 //
2010-09-11T08:45:00.000Z 100  8.100 //  292.7 //
2010-09-11T09:00:00.000Z 100  8.150 //  316.6 //
2010-09-11T09:15:00.000Z 100  8.063 //  328.3 //
2010-09-11T09:30:00.000Z 100  7.700 //  357.0 //
2010-09-11T09:45:00.000Z 100  7.175 //  359.6 //
2010-09-11T10:00:00.000Z  75  6.900 //  361.7 //
2010-09-11T10:15:00.000Z  75  6.800 //  356.2 //
2010-09-11T10:30:00.000Z 100  6.650 //  348.4 //
2010-09-11T10:45:00.000Z  75  6.475 //  311.3 //
2010-09-11T11:00:00.000Z 100  6.625 //  325.3 //
2010-09-11T11:15:00.000Z 100  6.650 //  355.8 //
2010-09-11T11:30:00.000Z 100  6.700 //  332.5 //
2010-09-11T11:45:00.000Z 100  6.625 //  319.9 //
2010-09-11T12:00:00.000Z 100  6.725 //  319.4 //
2010-09-11T12:15:00.000Z 100  6.875 //  342.8 //
2010-09-11T12:30:00.000Z   0  6.900 //    --- __
2010-09-11T12:45:00.000Z 100  6.875 //  331.3 //
2010-09-11T13:00:00.000Z 100  6.975 //  338.8 //
2010-09-11T13:15:00.000Z 100  7.075 //  347.6 //
2010-09-11T13:30:00.000Z 100  6.950 //  347.4 //
2010-09-11T13:45:00.000Z   0  7.000 //    --- __
2010-09-11T14:00:00.000Z 100  7.125 //  346.0 //
2010-09-11T14:15:00.000Z 100  7.150 //  365.8 //
2010-09-11T14:30:00.000Z 100  7.313 //  368.7 //
2010-09-11T14:45:00.000Z 100  7.250 //  346.4 //
2010-09-11T15:00:00.000Z 100  7.150 //  344.9 //
2010-09-11T15:15:00.000Z 100  7.175 //  334.3 //
2010-09-11T15:30:00.000Z 100  7.406 //  345.0 //
2010-09-11T15:45:00.000Z 100  7.450 //  339.1 //
2010-09-11T16:00:00.000Z 100  7.656 //  334.9 //
2010-09-11T16:15:00.000Z 100  7.963 //  320.8 //
2010-09-11T16:30:00.000Z 100  8.150 //  325.2 //
2010-09-11T16:45:00.000Z 100  8.357 //  311.4 //
2010-09-11T17:00:00.000Z 100  8.500 //  308.6 //
2010-09-11T17:15:00.000Z 100  8.450 //  306.0 //
2010-09-11T17:30:00.000Z 100  8.600 //  314.0 //
2010-09-11T17:45:00.000Z 100  8.750 //  319.1 //
2010-09-11T18:00:00.000Z 100  8.650 //  335.2 //
2010-09-11T18:15:00.000Z 100  8.550 //  343.2 //
2010-09-11T18:30:00.000Z 100  8.350 //  357.9 //
2010-09-11T18:45:00.000Z 100  7.950 //  363.0 //
2010-09-11T19:00:00.000Z 100  7.750 //  381.6 //
2010-09-11T19:15:00.000Z 100  7.350 //  389.1 //
2010-09-11T19:30:00.000Z   0  6.950 /_  396.3 /_
2010-09-11T19:45:00.000Z  75  6.550 /_  410.5 /_
2010-09-11T20:15:00.000Z  75  9.100 //  391.1 //
2010-09-11T20:30:00.000Z  50  7.000 //  345.2 //
2010-09-11T20:45:00.000Z  33  6.650 //  313.1 //
2010-09-11T21:00:00.000Z   0  7.000 //  326.9 //
2010-09-11T21:15:00.000Z   0  3.750 //  304.2 //
2010-09-11T21:30:00.000Z  75  7.850 //  326.7 //
2010-09-11T21:45:00.000Z   0  5.800 //  269.7 //
2010-09-11T22:00:00.000Z  75  4.450 //  245.3 //
2010-09-11T22:15:00.000Z  33  4.600 //  224.2 //
2010-09-11T22:30:00.000Z   0  4.400 //    --- __
2010-09-11T22:45:00.000Z   0  6.200 //    --- __
2010-09-11T23:00:00.000Z  33  5.700 //  235.4 //
2010-09-11T23:15:00.000Z   0  5.750 //  267.7 //
2010-09-11T23:30:00.000Z   0  5.500 //    --- __
2010-09-11T23:45:00.000Z  33  4.150 //  232.4 //
2010-09-12T00:00:00.000Z   0  4.150 //  231.5 //
2010-09-12T00:15:00.000Z  75  5.450 //  251.8 //
2010-09-12T00:30:00.000Z  50  5.150 //  264.7 //
2010-09-12T00:45:00.000Z  50  5.200 //  265.2 //
2010-09-12T01:00:00.000Z  50  4.300 //  241.7 //
2010-09-12T01:15:00.000Z   0  3.750 //  254.8 //
2010-09-12T01:30:00.000Z  75  5.600 //  242.0 //
2010-09-12T01:45:00.000Z  33  3.950 //  227.4 //
2010-09-12T02:00:00.000Z  33  3.450 //  226.2 //
2010-09-12T02:15:00.000Z   0  3.600 //    --- __
2010-09-12T02:30:00.000Z  50  4.700 //  228.4 //
2010-09-12T02:45:00.000Z  75  3.300 //  235.0 //
2010-09-12T03:00:00.000Z  50  2.750 //  234.3 //
2010-09-12T03:30:00.000Z  33  1.900 //  260.7 //
2010-09-12T03:45:00.000Z  75  1.850 //  265.4 //
2010-09-12T04:00:00.000Z 100  1.700 //  272.0 //
2010-09-12T04:15:00.000Z  33  1.450 //  269.8 //
2010-09-12T04:30:00.000Z  33  1.450 //  274.8 //
2010-09-12T05:15:00.000Z  75  2.000 //  276.5 //
2010-09-12T05:30:00.000Z 100  3.425 //  272.5 //
2010-09-12T05:45:00.000Z 100  4.453 //  238.7 //
2010-09-12T06:00:00.000Z 100  5.200 //  237.7 //
2010-09-12T06:15:00.000Z 100  5.900 /_  239.1 /_
2010-09-12T06:30:00.000Z  75  6.200 /_  237.8 /_
2010-09-12T06:45:00.000Z   0  6.500 /_  240.4 /_
2010-09-12T07:00:00.000Z 100  6.903 /_  244.5 /_
2010-09-12T07:15:00.000Z 100  7.207 //  246.9 //
2010-09-12T07:30:00.000Z 100  7.463 //  254.2 //
2010-09-12T07:45:00.000Z 100  7.663 //  264.9 //
2010-09-12T08:00:00.000Z 100  8.012 //  272.4 //
2010-09-12T08:15:00.000Z 100  8.313 //  280.7 //
2010-09-12T08:30:00.000Z 100  8.406 //  294.9 //
2010-09-12T08:45:00.000Z 100  8.462 //  315.0 //
2010-09-12T09:00:00.000Z  75  8.250 //  336.5 //
2010-09-12T09:15:00.000Z 100  8.125 //  362.3 //
2010-09-12T09:30:00.000Z 100  7.775 //  387.0 //
2010-09-12T09:45:00.000Z  50  7.175 //  368.8 //
2010-09-12T10:00:00.000Z  75  6.850 //  377.5 //
2010-09-12T10:15:00.000Z  75  6.550 //  360.3 //
2010-09-12T10:30:00.000Z 100  6.625 //  346.7 //
2010-09-12T10:45:00.000Z 100  6.550 //  335.9 //
2010-09-12T11:00:00.000Z 100  6.475 //  341.1 //
2010-09-12T11:15:00.000Z  75  6.375 //  345.6 //
2010-09-12T11:30:00.000Z 100  6.325 //  331.4 //
2010-09-12T11:45:00.000Z 100  6.425 //  341.6 //
2010-09-12T12:00:00.000Z 100  6.475 //  353.7 //
2010-09-12T12:15:00.000Z 100  6.575 //  335.7 //
2010-09-12T12:30:00.000Z 100  6.675 //  371.9 //
2010-09-12T12:45:00.000Z 100  6.775 //  357.7 //
2010-09-12T13:00:00.000Z 100  6.525 //  328.4 //
2010-09-12T13:15:00.000Z 100  6.575 //  386.7 //
2010-09-12T13:30:00.000Z 100  6.575 //  338.8 //
2010-09-12T13:45:00.000Z 100  6.525 //  344.7 //
2010-09-12T14:00:00.000Z 100  6.400 //  354.9 //
2010-09-12T14:15:00.000Z  75  6.425 //  350.1 //
2010-09-12T14:30:00.000Z 100  6.525 //  370.2 //
2010-09-12T14:45:00.000Z  75  6.625 //  363.5 //
2010-09-12T15:00:00.000Z 100  6.650 //  356.7 //
2010-09-12T15:30:00.000Z 100  6.975 //  348.1 //
2010-09-12T15:45:00.000Z 100  7.200 //  355.4 //
2010-09-12T16:00:00.000Z 100  7.275 //  348.9 //
2010-09-12T16:15:00.000Z  75  7.125 //  334.9 //
2010-09-12T16:30:00.000Z  75  7.100 //  341.1 //
2010-09-12T16:45:00.000Z  75  6.975 //  308.9 //
2010-09-12T17:00:00.000Z 100  7.525 //  328.4 //
2010-09-12T17:15:00.000Z 100  7.725 //  338.6 //
2010-09-12T17:30:00.000Z 100  7.850 //  337.3 //
2010-09-12T17:45:00.000Z 100  7.950 //  343.7 //
2010-09-12T18:00:00.000Z 100  7.900 //  354.7 //
2010-09-12T18:15:00.000Z 100  7.900 //  356.7 //
2010-09-12T18:30:00.000Z 100  7.800 //  367.6 //
2010-09-12T18:45:00.000Z 100  7.550 //  369.9 //
2010-09-12T19:00:00.000Z 100  7.250 //  377.7 //
2010-09-12T19:15:00.000Z  75  6.950 /_  395.8 /_
2010-09-12T19:30:00.000Z  50  6.700 /_  414.9 /_
2010-09-12T19:45:00.000Z   0  9.150 //    --- __
2010-09-12T20:00:00.000Z   0  7.050 //  303.5 //
2010-09-12T20:30:00.000Z  50  9.100 //  355.5 //
2010-09-12T21:45:00.000Z  50  5.150 //  282.9 //
2010-09-12T22:00:00.000Z   0  8.300 //    --- __
2010-09-12T22:15:00.000Z  75  8.650 //  299.3 //
2010-09-12T22:30:00.000Z   0  3.050 //  296.2 //
2010-09-12T22:45:00.000Z  50  5.650 //  261.9 //
2010-09-12T23:00:00.000Z   0  5.800 //    --- __
2010-09-12T23:15:00.000Z  33  7.000 //  294.2 //
2010-09-12T23:30:00.000Z  50  5.350 //  279.6 //
2010-09-12T23:45:00.000Z  50  5.450 //  259.4 //
2010-09-13T00:00:00.000Z  33  4.950 //  260.0 //
2010-09-13T00:15:00.000Z  33  5.350 //  268.0 //
2010-09-13T00:30:00.000Z  75  6.150 //  292.5 //
2010-09-13T00:45:00.000Z  75  6.200 //  303.1 //
2010-09-13T01:00:00.000Z  75  5.700 //  262.1 //
2010-09-13T01:15:00.000Z   0  5.100 //  247.6 //
2010-09-13T01:30:00.000Z  50  5.250 //  243.1 //
2010-09-13T01:45:00.000Z  50  5.300 //  274.2 //
2010-09-13T02:00:00.000Z   0  4.700 //  234.6 //
2010-09-13T02:15:00.000Z  75  4.850 //  242.4 //
2010-09-13T02:30:00.000Z  75  4.500 //  271.7 //
2010-09-13T02:45:00.000Z  75  4.050 //  241.6 //
2010-09-13T03:00:00.000Z  75  3.650 //  265.3 //
2010-09-13T03:15:00.000Z  75  3.200 //  248.7 //
2010-09-13T03:30:00.000Z  75  3.050 //  252.3 //
2010-09-13T03:45:00.000Z  33  2.350 //  226.4 //
2010-09-13T04:00:00.000Z  75  2.500 //  247.3 //
2010-09-13T04:15:00.000Z  75  2.100 //  228.2 //
2010-09-13T04:30:00.000Z  75  1.950 //  242.8 //
2010-09-13T04:45:00.000Z  75  1.700 //  242.5 //
2010-09-13T05:30:00.000Z   0  3.400 //  242.0 //
2010-09-13T05:45:00.000Z  75  4.500 //  250.5 //
2010-09-13T06:00:00.000Z 100  5.300 /_  228.3 /_
2010-09-13T06:15:00.000Z 100  5.750 /_  230.5 /_
2010-09-13T06:30:00.000Z 100  6.050 /_  232.5 /_
2010-09-13T06:45:00.000Z 100  6.450 /_  239.3 /_
2010-09-13T07:00:00.000Z 100  6.800 //  237.7 //
2010-09-13T07:15:00.000Z 100  7.100 //  245.9 //
2010-09-13T07:30:00.000Z 100  7.506 //  249.9 //
2010-09-13T07:45:00.000Z 100  7.957 /_  254.6 /_
2010-09-13T08:00:00.000Z 100  8.002 /_  263.7 /_
2010-09-13T08:15:00.000Z  75  8.063 //  273.0 //
2010-09-13T08:30:00.000Z 100  8.075 //  280.0 //
2010-09-13T08:45:00.000Z  75  8.050 //  299.2 //
2010-09-13T09:00:00.000Z 100  8.175 //  312.3 //
2010-09-13T09:15:00.000Z 100  8.063 //  327.5 //
2010-09-13T09:30:00.000Z  75  7.756 //  351.8 //
2010-09-13T09:45:00.000Z  75  7.075 //  347.7 //
2010-09-13T10:00:00.000Z 100  6.775 //  332.3 //
2010-09-13T10:15:00.000Z 100  6.725 //  352.6 //
2010-09-13T10:30:00.000Z 100  6.575 //  328.7 //
2010-09-13T10:45:00.000Z 100  6.675 //  334.3 //
2010-09-13T11:00:00.000Z 100  6.625 //  319.2 //
2010-09-13T11:15:00.000Z 100  6.525 //  334.2 //
2010-09-13T11:30:00.000Z 100  6.625 //  344.5 //
2010-09-13T11:45:00.000Z 100  6.575 //  349.7 //
2010-09-13T12:00:00.000Z 100  6.625 //  349.7 //
2010-09-13T12:15:00.000Z 100  6.725 //  351.0 //
2010-09-13T12:30:00.000Z 100  6.775 //  345.8 //
2010-09-13T12:45:00.000Z   0  6.900 //    --- __
2010-09-13T13:00:00.000Z 100  6.875 //  339.7 //
2010-09-13T13:15:00.000Z 100  6.975 //  352.1 //
2010-09-13T13:30:00.000Z 100  7.012 //  339.9 //
2010-09-13T13:45:00.000Z 100  7.275 //  355.2 //
2010-09-13T14:00:00.000Z 100  7.375 //  322.5 //
2010-09-13T14:15:00.000Z 100  7.663 //  329.6 //
2010-09-13T14:30:00.000Z 100  7.925 //  321.9 //
2010-09-13T14:45:00.000Z 100  8.200 //  322.3 //
2010-09-13T15:00:00.000Z 100  8.462 //  315.8 //
2010-09-13T15:15:00.000Z 100  8.813 //  308.4 //
2010-09-13T15:30:00.000Z 100  8.962 //  305.5 //
2010-09-13T15:45:00.000Z 100  8.913 //  302.5 //
2010-09-13T16:00:00.000Z 100  8.700 //  311.1 //
2010-09-13T16:30:00.000Z 100  9.150 //  306.9 //
2010-09-13T16:45:00.000Z 100  9.150 //  300.1 //
2010-09-13T17:00:00.000Z 100  9.000 //  311.5 //
2010-09-13T17:15:00.000Z 100  9.050 //  310.6 //
2010-09-13T17:30:00.000Z 100  9.050 //  321.0 //
2010-09-13T17:45:00.000Z 100  8.800 //  325.8 //
2010-09-13T18:00:00.000Z 100  8.600 //  346.7 //
2010-09-13T18:15:00.000Z 100  8.400 //  358.2 //
2010-09-13T18:30:00.000Z 100  8.150 //  370.3 //
2010-09-13T18:45:00.000Z 100  7.900 //  377.5 //
2010-09-13T19:00:00.000Z 100  7.750 /_  390.2 /_
2010-09-13T19:15:00.000Z  50  7.400 /_  398.1 /_
2010-09-13T19:30:00.000Z  75  7.150 //  392.1 //
2010-09-13T19:45:00.000Z  50  3.550 //  338.4 //
2010-09-13T20:00:00.000Z   0  4.500 //  312.5 //
2010-09-13T20:15:00.000Z  50  8.650 //  327.4 //
2010-09-13T21:30:00.000Z   0  5.600 //    --- __
2010-09-13T21:45:00.000Z   0  7.100 //    --- __
2010-09-13T22:15:00.000Z  50  8.200 //  238.2 //
2010-09-13T22:30:00.000Z   0  4.350 //    --- __
2010-09-13T22:45:00.000Z   0  4.150 //    --- __
2010-09-13T23:00:00.000Z  50  5.100 //  237.1 //
2010-09-13T23:15:00.000Z  75  5.400 //  262.9 //
2010-09-13T23:30:00.000Z  50  4.250 //  258.3 //
2010-09-13T23:45:00.000Z  33  4.550 //  257.1 //
2010-09-14T00:00:00.000Z  33  5.300 //  273.5 //
2010-09-14T00:15:00.000Z  75  5.250 //  253.5 //
2010-09-14T00:30:00.000Z  75  5.100 //  270.0 //
2010-09-14T00:45:00.000Z  50  4.400 //  265.3 //
2010-09-14T01:00:00.000Z  33  4.950 //  258.6 //
2010-09-14T01:15:00.000Z   0  4.500 //  269.8 //
2010-09-14T01:30:00.000Z  75  4.350 //  258.7 //
2010-09-14T01:45:00.000Z  75  4.050 //  256.6 //
2010-09-14T02:00:00.000Z  75  4.050 //  290.7 //
2010-09-14T02:15:00.000Z  33  3.650 //  302.1 //
2010-09-14T02:30:00.000Z  50  2.050 //  222.4 //
2010-09-14T02:45:00.000Z  75  2.350 //  237.1 //
2010-09-14T03:00:00.000Z  75  2.200 //  232.8 //
2010-09-14T03:15:00.000Z 100  1.700 //  227.9 //
2010-09-14T03:30:00.000Z  75  2.200 //  233.8 //
2010-09-14T03:45:00.000Z  75  2.550 //  237.1 //
2010-09-14T04:00:00.000Z  75  1.750 //  207.2 //
2010-09-14T04:15:00.000Z  75  2.400 //  237.8 //
2010-09-14T04:30:00.000Z  75  2.000 //  250.9 //
2010-09-14T04:45:00.000Z 100  1.650 //  255.5 //
2010-09-14T05:00:00.000Z 100  1.550 //  251.1 //
2010-09-14T05:15:00.000Z  75  2.500 //  314.8 //
2010-09-14T05:30:00.000Z 100  3.600 //  309.7 //
2010-09-14T05:45:00.000Z 100  4.700 /_  242.9 /_
2010-09-14T06:00:00.000Z 100  5.550 /_  235.6 /_
2010-09-14T06:15:00.000Z 100  6.200 /_  247.3 /_
2010-09-14T06:30:00.000Z  75  6.450 /_  237.7 /_
2010-09-14T06:45:00.000Z  75  6.600 //  235.5 //
2010-09-14T07:00:00.000Z 100  6.900 //  239.7 //
2010-09-14T07:15:00.000Z 100  7.200 //  239.5 //
2010-09-14T07:30:00.000Z 100  7.557 //  245.3 //
2010-09-14T07:45:00.000Z 100  7.801 /_  259.2 /_
2010-09-14T08:00:00.000Z 100  8.153 /_  265.7 /_
2010-09-14T08:15:00.000Z 100  8.163 //  261.4 //
2010-09-14T08:30:00.000Z   0  8.150 //    --- __
2010-09-14T08:45:00.000Z 100  8.150 //  288.3 //
2010-09-14T09:00:00.000Z 100  8.354 //  287.7 //
2010-09-14T09:15:00.000Z 100  8.306 //  300.9 //
2010-09-14T09:30:00.000Z 100  8.104 //  316.2 //
2010-09-14T09:45:00.000Z 100  8.163 //  337.5 //
2010-09-14T10:00:00.000Z 100  7.957 //  354.1 //
2010-09-14T10:15:00.000Z 100  7.713 //  377.3 //
2010-09-14T10:30:00.000Z 100  7.425 //  378.0 //
2010-09-14T10:45:00.000Z   0  7.250 //    --- __
2010-09-14T11:00:00.000Z 100  7.175 //  359.2 //
2010-09-14T11:15:00.000Z 100  7.125 //  385.4 //
2010-09-14T11:30:00.000Z 100  7.125 //  357.3 //
2010-09-14T11:45:00.000Z 100  7.025 //  354.1 //
