Date_UTC,Extent,IAGA,GEOLON,GEOLAT,MLT,MCOLAT,IGRF_DECL,SZA,dbn_nez,dbe_nez,dbz_nez,dbn_geo,dbe_geo,dbz_geo
2009-01-01T15:50:00,60,ILR,4.68,8.5,16.34,96.48,179.07,67.64,32793,-5.1,-4493.2,32763.5,-1391.1,-4493.2
2009-01-01T15:51:00,60,ILR,4.68,8.5,16.35,96.48,179.08,67.85,32793,-5,-4493.4,32763.5,-1391,-4493.4
2009-01-01T15:52:00,60,ILR,4.68,8.5,16.37,96.48,179.08,68.07,32793,-4.8,-4493.5,32763.4,-1390.8,-4493.5
2009-01-01T15:53:00,60,ILR,4.68,8.5,16.38,96.48,179.09,68.28,32792.7,-4.4,-4493.8,32763.2,-1390.4,-4493.8
2009-01-01T15:54:00,60,ILR,4.68,8.5,16.4,96.48,179.09,68.5,32792.4,-4.1,-4493.9,32762.9,-1390,-4493.9
2009-01-01T15:55:00,60,ILR,4.68,8.5,16.41,96.48,179.09,68.72,32792.3,-3.9,-4494.2,32762.9,-1389.8,-4494.2
2009-01-01T15:56:00,60,ILR,4.68,8.5,16.42,96.48,179.1,68.93,32792.2,-3.7,-4494.4,32762.7,-1389.7,-4494.4
2009-01-01T15:57:00,60,ILR,4.68,8.5,16.44,96.48,179.1,69.15,32792.4,-3.6,-4494.7,32762.9,-1389.5,-4494.7
2009-01-01T15:58:00,60,ILR,4.68,8.5,16.45,96.48,179.1,69.37,32792.7,-3.6,-4494.8,32763.2,-1389.5,-4494.8
2009-01-01T15:59:00,60,ILR,4.68,8.5,16.46,96.48,179.11,69.58,32792.4,-3.5,-4495,32762.9,-1389.4,-4495
2009-01-01T16:00:00,60,ILR,4.68,8.5,16.48,96.48,179.11,69.8,32792.5,-3.4,-4495.2,32763,-1389.3,-4495.2
2009-01-01T16:01:00,60,ILR,4.68,8.5,16.49,96.48,179.11,70.02,32793,-3.4,-4495.3,32763.5,-1389.3,-4495.3
2009-01-01T16:02:00,60,ILR,4.68,8.5,16.5,96.48,179.12,70.24,32793.1,-3.3,-4495.4,32763.6,-1389.3,-4495.4
2009-01-01T16:03:00,60,ILR,4.68,8.5,16.52,96.48,179.12,70.46,32792.9,-3.2,-4495.6,32763.5,-1389.1,-4495.6
2009-01-01T16:04:00,60,ILR,4.68,8.5,16.53,96.48,179.12,70.67,32793.2,-3,-4495.7,32763.8,-1389,-4495.7
2009-01-01T16:05:00,60,ILR,4.68,8.5,16.55,96.48,179.13,70.89,32793.3,-3,-4495.9,32763.9,-1388.9,-4495.9
2009-01-01T16:06:00,60,ILR,4.68,8.5,16.56,96.48,179.13,71.11,32793.4,-3,-4496,32764,-1389,-4496
2009-01-01T16:07:00,60,ILR,4.68,8.5,16.57,96.48,179.13,71.33,32793.3,-3,-4496.1,32763.9,-1389,-4496.1
2009-01-01T16:08:00,60,ILR,4.68,8.5,16.59,96.48,179.14,71.55,32793.3,-3.1,-4496.1,32763.9,-1389,-4496.1
2009-01-01T16:09:00,60,ILR,4.68,8.5,16.6,96.48,179.14,71.77,32793.4,-3.1,-4496.2,32764,-1389.1,-4496.2
2009-01-01T16:10:00,60,ILR,4.68,8.5,16.61,96.48,179.14,71.98,32793.6,-3.3,-4496.3,32764.2,-1389.2,-4496.3
2009-01-01T16:11:00,60,ILR,4.68,8.5,16.63,96.48,179.15,72.2,32793.5,-3.3,-4496.5,32764.1,-1389.2,-4496.5
2009-01-01T16:12:00,60,ILR,4.68,8.5,16.64,96.48,179.15,72.42,32793.8,-3.4,-4496.5,32764.4,-1389.3,-4496.5
2009-01-01T16:13:00,60,ILR,4.68,8.5,16.65,96.48,179.15,72.64,32793.7,-3.5,-4496.5,32764.2,-1389.4,-4496.5
2009-01-01T16:14:00,60,ILR,4.68,8.5,16.67,96.48,179.16,72.86,32793.9,-3.4,-4496.5,32764.5,-1389.4,-4496.5
2009-01-01T16:15:00,60,ILR,4.68,8.5,16.68,96.48,179.16,73.08,32793.9,-3.4,-4496.5,32764.4,-1389.4,-4496.5
2009-01-01T16:16:00,60,ILR,4.68,8.5,16.69,96.48,179.16,73.3,32794,-3.4,-4496.5,32764.6,-1389.4,-4496.5
2009-01-01T16:17:00,60,ILR,4.68,8.5,16.71,96.48,179.17,73.52,32794.1,-3.4,-4496.5,32764.7,-1389.3,-4496.5
2009-01-01T16:18:00,60,ILR,4.68,8.5,16.72,96.48,179.17,73.74,32794.2,-3.1,-4496.5,32764.8,-1389.1,-4496.5
2009-01-01T16:19:00,60,ILR,4.68,8.5,16.74,96.48,179.17,73.96,32794.7,-3,-4496.6,32765.3,-1389,-4496.6
2009-01-01T16:20:00,60,ILR,4.68,8.5,16.75,96.48,179.18,74.18,32794.6,-2.9,-4496.5,32765.2,-1388.9,-4496.5
2009-01-01T16:21:00,60,ILR,4.68,8.5,16.76,96.48,179.18,74.4,32794.8,-2.8,-4496.7,32765.4,-1388.9,-4496.7
2009-01-01T16:22:00,60,ILR,4.68,8.5,16.78,96.48,179.18,74.62,32794.8,-2.7,-4496.8,32765.4,-1388.7,-4496.8
2009-01-01T16:23:00,60,ILR,4.68,8.5,16.79,96.48,179.18,74.84,32794.9,-2.8,-4496.8,32765.5,-1388.8,-4496.8
2009-01-01T16:24:00,60,ILR,4.68,8.5,16.8,96.48,179.19,75.07,32795,-2.9,-4496.9,32765.5,-1389,-4496.9
2009-01-01T16:25:00,60,ILR,4.68,8.5,16.82,96.48,179.19,75.29,32794.8,-3,-4497,32765.4,-1389,-4497
2009-01-01T16:26:00,60,ILR,4.68,8.5,16.83,96.48,179.19,75.51,32794.9,-3.2,-4497.2,32765.5,-1389.2,-4497.2
2009-01-01T16:27:00,60,ILR,4.68,8.5,16.84,96.48,179.2,75.73,32794.6,-3.2,-4497.3,32765.2,-1389.2,-4497.3
2009-01-01T16:28:00,60,ILR,4.68,8.5,16.86,96.48,179.2,75.95,32794.6,-3.4,-4497.3,32765.2,-1389.4,-4497.3
2009-01-01T16:29:00,60,ILR,4.68,8.5,16.87,96.48,179.2,76.17,32794.4,-3.6,-4497.4,32765,-1389.6,-4497.4
2009-01-01T16:30:00,60,ILR,4.68,8.5,16.88,96.48,179.2,76.39,32794.1,-3.7,-4497.6,32764.7,-1389.7,-4497.6
2009-01-01T16:31:00,60,ILR,4.68,8.5,16.9,96.48,179.21,76.62,32794.3,-3.9,-4498.2,32764.8,-1389.9,-4498.2
2009-01-01T16:32:00,60,ILR,4.68,8.5,16.91,96.48,179.21,76.84,32794.4,-4,-4498.5,32764.9,-1390,-4498.5
2009-01-01T16:33:00,60,ILR,4.68,8.5,16.92,96.48,179.21,77.06,32794.5,-4.2,-4498.5,32765,-1390.2,-4498.5
2009-01-01T16:34:00,60,ILR,4.68,8.5,16.94,96.48,179.22,77.28,32794.3,-4.2,-4498.7,32764.9,-1390.2,-4498.7
2009-01-01T16:35:00,60,ILR,4.68,8.5,16.95,96.48,179.22,77.5,32794.2,-4.5,-4498.7,32764.7,-1390.5,-4498.7
2009-01-01T16:36:00,60,ILR,4.68,8.5,16.97,96.48,179.22,77.73,32794.4,-4.6,-4498.8,32764.9,-1390.6,-4498.8
2009-01-01T16:37:00,60,ILR,4.68,8.5,16.98,96.48,179.22,77.95,32794.4,-4.7,-4498.8,32764.9,-1390.7,-4498.8
2009-01-01T16:38:00,60,ILR,4.68,8.5,16.99,96.48,179.23,78.17,32794.4,-4.8,-4498.8,32764.9,-1390.8,-4498.8
2009-01-01T16:39:00,60,ILR,4.68,8.5,17.01,96.48,179.23,78.39,32794.3,-4.8,-4498.8,32764.8,-1390.8,-4498.8
2009-01-01T16:40:00,60,ILR,4.68,8.5,17.02,96.48,179.23,78.62,32793.8,-4.9,-4498.9,32764.3,-1390.9,-4498.9
2009-01-01T16:41:00,60,ILR,4.68,8.5,17.03,96.48,179.23,78.84,32793.5,-5,-4499,32764,-1391,-4499
2009-01-01T16:42:00,60,ILR,4.68,8.5,17.05,96.48,179.24,79.06,32793.5,-5.3,-4498.9,32764,-1391.2,-4498.9
2009-01-01T16:43:00,60,ILR,4.68,8.5,17.06,96.48,179.24,79.29,32793.5,-5.5,-4499.1,32763.9,-1391.4,-4499.1
2009-01-01T16:44:00,60,ILR,4.68,8.5,17.07,96.48,179.24,79.51,32793.6,-5.8,-4499.2,32764,-1391.7,-4499.2
2009-01-01T16:45:00,60,ILR,4.68,8.5,17.09,96.48,179.24,79.73,32793.7,-6,-4499.2,32764.1,-1392,-4499.2
2009-01-01T16:46:00,60,ILR,4.68,8.5,17.1,96.48,179.25,79.96,32793.8,-6.2,-4499.2,32764.3,-1392.2,-4499.2
2009-01-01T16:47:00,60,ILR,4.68,8.5,17.11,96.48,179.25,80.18,32793.9,-6.3,-4499.2,32764.3,-1392.3,-4499.2
2009-01-01T16:48:00,60,ILR,4.68,8.5,17.13,96.48,179.25,80.4,32793.7,-6.3,-4499.2,32764.2,-1392.3,-4499.2
2009-01-01T16:49:00,60,ILR,4.68,8.5,17.14,96.48,179.25,80.63,32793.9,-6.3,-4499.2,32764.3,-1392.3,-4499.2
2009-01-01T16:50:00,60,ILR,4.68,8.5,17.15,96.48,179.26,80.85,32793.9,-6.4,-4499.1,32764.3,-1392.4,-4499.1
2009-01-01T16:51:00,60,ILR,4.68,8.5,17.17,96.48,179.26,81.07,32793.9,-6.5,-4499.1,32764.4,-1392.4,-4499.1
2009-01-01T16:52:00,60,ILR,4.68,8.5,17.18,96.48,179.26,81.3,32793.8,-6.6,-4499.1,32764.2,-1392.6,-4499.1
2009-01-01T16:53:00,60,ILR,4.68,8.5,17.2,96.48,179.26,81.52,32793.9,-6.6,-4499.2,32764.4,-1392.6,-4499.2
2009-01-01T16:54:00,60,ILR,4.68,8.5,17.21,96.48,179.27,81.75,32794.1,-6.7,-4499.2,32764.5,-1392.7,-4499.2
2009-01-01T16:55:00,60,ILR,4.68,8.5,17.22,96.48,179.27,81.97,32794.1,-6.8,-4499.3,32764.5,-1392.8,-4499.3
2009-01-01T16:56:00,60,ILR,4.68,8.5,17.24,96.48,179.27,82.2,32794,-7,-4499.3,32764.4,-1393,-4499.3
2009-01-01T16:57:00,60,ILR,4.68,8.5,17.25,96.48,179.27,82.42,32794.1,-7.2,-4499.3,32764.5,-1393.2,-4499.3
2009-01-01T16:58:00,60,ILR,4.68,8.5,17.26,96.48,179.28,82.64,32794.2,-7.4,-4499.3,32764.6,-1393.4,-4499.3
2009-01-01T16:59:00,60,ILR,4.68,8.5,17.28,96.48,179.28,82.87,32794.4,-7.6,-4499.4,32764.7,-1393.6,-4499.4
2009-01-01T17:00:00,60,ILR,4.68,8.5,17.29,96.48,179.28,83.09,32794.2,-7.8,-4499.3,32764.5,-1393.8,-4499.3
2009-01-01T17:01:00,60,ILR,4.68,8.5,17.3,96.48,179.28,83.32,32794.4,-7.9,-4499.3,32764.7,-1393.9,-4499.3
2009-01-01T17:02:00,60,ILR,4.68,8.5,17.32,96.48,179.28,83.54,32794.6,-8.1,-4499.3,32764.9,-1394.1,-4499.3
2009-01-01T17:03:00,60,ILR,4.68,8.5,17.33,96.48,179.29,83.77,32794.6,-8.3,-4499.4,32765,-1394.3,-4499.4
2009-01-01T17:04:00,60,ILR,4.68,8.5,17.35,96.48,179.29,83.99,32794.6,-8.3,-4499.4,32765,-1394.3,-4499.4
2009-01-01T17:05:00,60,ILR,4.68,8.5,17.36,96.48,179.29,84.22,32794.6,-8.3,-4499.4,32765,-1394.3,-4499.4
2009-01-01T17:06:00,60,ILR,4.68,8.5,17.37,96.48,179.29,84.45,32794.8,-8.3,-4499.4,32765.1,-1394.4,-4499.4
2009-01-01T17:07:00,60,ILR,4.68,8.5,17.39,96.48,179.3,84.67,32794.5,-8.4,-4499.4,32764.9,-1394.4,-4499.4
2009-01-01T17:08:00,60,ILR,4.68,8.5,17.4,96.48,179.3,84.9,32794.3,-8.5,-4499.5,32764.6,-1394.5,-4499.5
2009-01-01T17:09:00,60,ILR,4.68,8.5,17.41,96.48,179.3,85.12,32794,-8.6,-4499.5,32764.3,-1394.6,-4499.5
2009-01-01T17:10:00,60,ILR,4.68,8.5,17.43,96.48,179.3,85.35,32794.1,-8.8,-4499.5,32764.4,-1394.8,-4499.5
2009-01-01T17:11:00,60,ILR,4.68,8.5,17.44,96.48,179.3,85.57,32794.1,-9.3,-4499.5,32764.4,-1395.2,-4499.5
2009-01-01T17:12:00,60,ILR,4.68,8.5,17.46,96.48,179.31,85.8,32793.9,-9.6,-4499.5,32764.2,-1395.5,-4499.5
2009-01-01T17:13:00,60,ILR,4.68,8.5,17.47,96.48,179.31,86.02,32794,-9.8,-4499.5,32764.3,-1395.8,-4499.5
2009-01-01T17:14:00,60,ILR,4.68,8.5,17.48,96.48,179.31,86.25,32794.2,-10.1,-4499.5,32764.4,-1396,-4499.5
2009-01-01T17:15:00,60,ILR,4.68,8.5,17.5,96.48,179.31,86.48,32794.1,-10.4,-4499.4,32764.4,-1396.3,-4499.4
2009-01-01T17:16:00,60,ILR,4.68,8.5,17.51,96.48,179.32,86.7,32794.4,-10.4,-4499.3,32764.6,-1396.4,-4499.3
2009-01-01T17:17:00,60,ILR,4.68,8.5,17.52,96.48,179.32,86.93,32794.6,-10.4,-4499.2,32764.9,-1396.5,-4499.2
2009-01-01T17:18:00,60,ILR,4.68,8.5,17.54,96.48,179.32,87.16,32794.7,-10.6,-4499.1,32765,-1396.6,-4499.1
2009-01-01T17:19:00,60,ILR,4.68,8.5,17.55,96.48,179.32,87.38,32795.3,-10.6,-4499.1,32765.5,-1396.6,-4499.1
2009-01-01T17:20:00,60,ILR,4.68,8.5,17.57,96.48,179.32,87.61,32795.3,-10.6,-4499,32765.6,-1396.6,-4499
2009-01-01T17:21:00,60,ILR,4.68,8.5,17.58,96.48,179.33,87.83,32795.4,-10.6,-4498.9,32765.6,-1396.6,-4498.9
2009-01-01T17:22:00,60,ILR,4.68,8.5,17.59,96.48,179.33,88.06,32795.5,-10.7,-4498.8,32765.7,-1396.7,-4498.8
2009-01-01T17:23:00,60,ILR,4.68,8.5,17.61,96.48,179.33,88.29,32795.3,-10.7,-4498.7,32765.6,-1396.7,-4498.7
2009-01-01T17:24:00,60,ILR,4.68,8.5,17.62,96.48,179.33,88.51,32795.8,-10.7,-4498.5,32766,-1396.7,-4498.5
2009-01-01T17:25:00,60,ILR,4.68,8.5,17.64,96.48,179.33,88.74,32795.9,-10.7,-4498.4,32766.1,-1396.8,-4498.4
2009-01-01T17:26:00,60,ILR,4.68,8.5,17.65,96.48,179.34,88.97,32796.2,-10.7,-4498.2,32766.4,-1396.8,-4498.2
2009-01-01T17:27:00,60,ILR,4.68,8.5,17.66,96.48,179.34,89.19,32796.5,-10.7,-4498.1,32766.7,-1396.8,-4498.1
2009-01-01T17:28:00,60,ILR,4.68,8.5,17.68,96.48,179.34,89.42,32796.5,-10.8,-4498,32766.7,-1396.9,-4498
2009-01-01T17:29:00,60,ILR,4.68,8.5,17.69,96.48,179.34,89.65,32796.6,-10.9,-4497.8,32766.9,-1397,-4497.8
2009-01-01T17:30:00,60,ILR,4.68,8.5,17.71,96.48,179.34,89.88,32796.7,-10.9,-4497.8,32766.9,-1397,-4497.8
2009-01-01T17:31:00,60,ILR,4.68,8.5,17.72,96.48,179.34,90.1,32796.8,-11,-4497.7,32767,-1397.1,-4497.7
2009-01-01T17:32:00,60,ILR,4.68,8.5,17.73,96.48,179.35,90.33,32796.8,-11.1,-4497.6,32767,-1397.1,-4497.6
2009-01-01T17:33:00,60,ILR,4.68,8.5,17.75,96.48,179.35,90.56,32796.8,-11.1,-4497.5,32767.1,-1397.2,-4497.5
2009-01-01T17:34:00,60,ILR,4.68,8.5,17.76,96.48,179.35,90.78,32796.8,-11.2,-4497.4,32767,-1397.3,-4497.4
2009-01-01T17:35:00,60,ILR,4.68,8.5,17.78,96.48,179.35,91.01,32796.7,-11.2,-4497.3,32766.9,-1397.3,-4497.3
2009-01-01T17:36:00,60,ILR,4.68,8.5,17.79,96.48,179.35,91.24,32796.4,-11.3,-4497.2,32766.6,-1397.3,-4497.2
2009-01-01T17:37:00,60,ILR,4.68,8.5,17.8,96.48,179.36,91.47,32796.4,-11.3,-4497.2,32766.6,-1397.4,-4497.2
2009-01-01T17:38:00,60,ILR,4.68,8.5,17.82,96.48,179.36,91.69,32796.3,-11.4,-4497.1,32766.6,-1397.4,-4497.1
2009-01-01T17:39:00,60,ILR,4.68,8.5,17.83,96.48,179.36,91.92,32796.2,-11.4,-4497.1,32766.5,-1397.5,-4497.1
2009-01-01T17:40:00,60,ILR,4.68,8.5,17.85,96.48,179.36,92.15,32796.2,-11.4,-4497.1,32766.4,-1397.5,-4497.1
2009-01-01T17:41:00,60,ILR,4.68,8.5,17.86,96.48,179.36,92.38,32796.1,-11.4,-4496.3,32766.3,-1397.4,-4496.3
2009-01-01T17:42:00,60,ILR,4.68,8.5,17.88,96.48,179.37,92.61,32796,-11.4,-4496.9,32766.3,-1397.4,-4496.9
2009-01-01T17:43:00,60,ILR,4.68,8.5,17.89,96.48,179.37,92.83,32796.1,-11.2,-4496.8,32766.4,-1397.3,-4496.8
2009-01-01T17:44:00,60,ILR,4.68,8.5,17.91,96.48,179.37,93.06,32796.1,-11.1,-4496.4,32766.3,-1397.1,-4496.4
2009-01-01T17:45:00,60,ILR,4.68,8.5,17.92,96.48,179.37,93.29,32796.1,-10.9,-4496.9,32766.4,-1396.9,-4496.9
2009-01-01T17:46:00,60,ILR,4.68,8.5,17.93,96.48,179.37,93.52,32796.1,-10.7,-4496.5,32766.4,-1396.8,-4496.5
2009-01-01T17:47:00,60,ILR,4.68,8.5,17.95,96.48,179.37,93.75,32796.2,-10.6,-4496.7,32766.5,-1396.7,-4496.7
2009-01-01T17:48:00,60,ILR,4.68,8.5,17.96,96.48,179.38,93.97,32796.4,-10.4,-4496.6,32766.6,-1396.5,-4496.6
2009-01-01T17:49:00,60,ILR,4.68,8.5,17.98,96.48,179.38,94.2,32796.4,-10.2,-4496,32766.6,-1396.3,-4496
2009-01-01T17:50:00,60,ILR,4.68,8.5,17.99,96.48,179.38,94.43,32796.6,-10.2,-4495.9,32766.8,-1396.3,-4495.9
2009-01-01T17:51:00,60,ILR,4.68,8.5,18.01,96.48,179.38,94.66,32796.6,-10,-4496.2,32766.9,-1396.1,-4496.2
2009-01-01T17:52:00,60,ILR,4.68,8.5,18.02,96.48,179.38,94.89,32796.6,-10,-4496.1,32766.9,-1396.1,-4496.1
2009-01-01T17:53:00,60,ILR,4.68,8.5,18.04,96.48,179.38,95.11,32796.6,-10,-4496,32766.9,-1396.1,-4496
2009-01-01T17:54:00,60,ILR,4.68,8.5,18.05,96.48,179.39,95.34,32796.6,-9.9,-4495.8,32766.9,-1396,-4495.8
2009-01-01T17:55:00,60,ILR,4.68,8.5,18.06,96.48,179.39,95.57,32796.8,-9.8,-4495.8,32767,-1395.9,-4495.8
2009-01-01T17:56:00,60,ILR,4.68,8.5,18.08,96.48,179.39,95.8,32796.8,-9.7,-4496,32767,-1395.8,-4496
2009-01-01T17:57:00,60,ILR,4.68,8.5,18.09,96.48,179.39,96.03,32796.7,-9.5,-4495.7,32767,-1395.6,-4495.7
2009-01-01T17:58:00,60,ILR,4.68,8.5,18.11,96.48,179.39,96.26,32796.8,-9.5,-4496,32767.1,-1395.6,-4496
2009-01-01T17:59:00,60,ILR,4.68,8.5,18.12,96.48,179.39,96.49,32796.8,-9.5,-4495.9,32767.1,-1395.5,-4495.9
2009-01-01T18:00:00,60,ILR,4.68,8.5,18.14,96.48,179.4,96.71,32796.8,-9.4,-4495.9,32767.1,-1395.5,-4495.9
2009-01-01T18:01:00,60,ILR,4.68,8.5,18.15,96.48,179.4,96.94,32796.7,-9.3,-4496.4,32767,-1395.4,-4496.4
2009-01-01T18:02:00,60,ILR,4.68,8.5,18.17,96.48,179.4,97.17,32796.7,-9.4,-4496.1,32767,-1395.5,-4496.1
2009-01-01T18:03:00,60,ILR,4.68,8.5,18.18,96.48,179.4,97.4,32796.5,-9.1,-4496.4,32766.8,-1395.2,-4496.4
2009-01-01T18:04:00,60,ILR,4.68,8.5,18.2,96.48,179.4,97.63,32796.3,-9.1,-4496.4,32766.7,-1395.2,-4496.4
2009-01-01T18:05:00,60,ILR,4.68,8.5,18.21,96.48,179.4,97.86,32796.4,-9.1,-4496.1,32766.7,-1395.1,-4496.1
2009-01-01T18:06:00,60,ILR,4.68,8.5,18.23,96.48,179.4,98.09,32796.4,-9,-4496,32766.7,-1395,-4496
2009-01-01T18:07:00,60,ILR,4.68,8.5,18.24,96.48,179.41,98.32,32796.3,-8.9,-4496.1,32766.7,-1394.9,-4496.1
2009-01-01T18:08:00,60,ILR,4.68,8.5,18.26,96.48,179.41,98.55,32796.4,-8.8,-4496.3,32766.7,-1394.9,-4496.3
2009-01-01T18:09:00,60,ILR,4.68,8.5,18.27,96.48,179.41,98.77,32796.3,-8.7,-4496.6,32766.6,-1394.8,-4496.6
2009-01-01T18:10:00,60,ILR,4.68,8.5,18.29,96.48,179.41,99,32796.2,-8.7,-4496.6,32766.6,-1394.7,-4496.6
2009-01-01T18:11:00,60,ILR,4.68,8.5,18.3,96.48,179.41,99.23,32796.3,-8.7,-4496.6,32766.6,-1394.8,-4496.6
2009-01-01T18:12:00,60,ILR,4.68,8.5,18.32,96.48,179.41,99.46,32796.1,-8.7,-4496.7,32766.4,-1394.8,-4496.7
2009-01-01T18:13:00,60,ILR,4.68,8.5,18.33,96.48,179.42,99.69,32796.1,-8.8,-4496.7,32766.4,-1394.8,-4496.7
2009-01-01T18:14:00,60,ILR,4.68,8.5,18.35,96.48,179.42,99.92,32796,-8.8,-4496.6,32766.3,-1394.8,-4496.6
2009-01-01T18:15:00,60,ILR,4.68,8.5,18.36,96.48,179.42,100.15,32795.9,-8.5,-4496.7,32766.2,-1394.6,-4496.7
2009-01-01T18:16:00,60,ILR,4.68,8.5,18.38,96.48,179.42,100.38,32796,-8.3,-4496.7,32766.4,-1394.4,-4496.7
2009-01-01T18:17:00,60,ILR,4.68,8.5,18.39,96.48,179.42,100.61,32796,-8.2,-4496.6,32766.3,-1394.2,-4496.6
2009-01-01T18:18:00,60,ILR,4.68,8.5,18.41,96.48,179.42,100.84,32796.1,-8,-4496.6,32766.5,-1394.1,-4496.6
2009-01-01T18:19:00,60,ILR,4.68,8.5,18.42,96.48,179.42,101.07,32796.2,-7.8,-4496.7,32766.5,-1393.9,-4496.7
2009-01-01T18:20:00,60,ILR,4.68,8.5,18.44,96.48,179.43,101.3,32796.3,-7.8,-4496.8,32766.6,-1393.8,-4496.8
2009-01-01T18:21:00,60,ILR,4.68,8.5,18.45,96.48,179.43,101.53,32796.2,-7.6,-4496.9,32766.6,-1393.7,-4496.9
2009-01-01T18:22:00,60,ILR,4.68,8.5,18.47,96.48,179.43,101.75,32796.2,-7.5,-4496.8,32766.6,-1393.6,-4496.8
2009-01-01T18:23:00,60,ILR,4.68,8.5,18.48,96.48,179.43,101.98,32796.1,-7.4,-4496.9,32766.5,-1393.5,-4496.9
2009-01-01T18:24:00,60,ILR,4.68,8.5,18.5,96.48,179.43,102.21,32796.1,-7,-4497,32766.5,-1393.1,-4497
2009-01-01T18:25:00,60,ILR,4.68,8.5,18.51,96.48,179.43,102.44,32796.1,-6.4,-4497,32766.6,-1392.4,-4497
2009-01-01T18:26:00,60,ILR,4.68,8.5,18.53,96.48,179.43,102.67,32796.2,-6.3,-4497,32766.6,-1392.4,-4497
2009-01-01T18:27:00,60,ILR,4.68,8.5,18.54,96.48,179.44,102.9,32796.3,-6.2,-4497,32766.7,-1392.3,-4497
2009-01-01T18:28:00,60,ILR,4.68,8.5,18.56,96.48,179.44,103.13,32796.3,-6.3,-4497.2,32766.7,-1392.4,-4497.2
2009-01-01T18:29:00,60,ILR,4.68,8.5,18.58,96.48,179.44,103.36,32796.4,-6.3,-4497.2,32766.8,-1392.4,-4497.2
2009-01-01T18:30:00,60,ILR,4.68,8.5,18.59,96.48,179.44,103.59,32796.5,-6.1,-4497.2,32766.9,-1392.2,-4497.2
2009-01-01T18:31:00,60,ILR,4.68,8.5,18.61,96.48,179.44,103.82,32796.4,-6.1,-4497.2,32766.9,-1392.2,-4497.2
2009-01-01T18:32:00,60,ILR,4.68,8.5,18.62,96.48,179.44,104.05,32796.6,-6.2,-4497.3,32767,-1392.3,-4497.3
2009-01-01T18:33:00,60,ILR,4.68,8.5,18.64,96.48,179.44,104.28,32796.5,-6.2,-4497.4,32766.9,-1392.3,-4497.4
2009-01-01T18:34:00,60,ILR,4.68,8.5,18.65,96.48,179.45,104.51,32796.5,-6.2,-4497.3,32766.9,-1392.3,-4497.3
2009-01-01T18:35:00,60,ILR,4.68,8.5,18.67,96.48,179.45,104.74,32796.3,-6.2,-4497.4,32766.8,-1392.3,-4497.4
2009-01-01T18:36:00,60,ILR,4.68,8.5,18.68,96.48,179.45,104.97,32796.3,-6.2,-4497.4,32766.8,-1392.3,-4497.4
2009-01-01T18:37:00,60,ILR,4.68,8.5,18.7,96.48,179.45,105.2,32796.4,-6.3,-4497.4,32766.8,-1392.3,-4497.4
2009-01-01T18:38:00,60,ILR,4.68,8.5,18.71,96.48,179.45,105.43,32796.4,-6.1,-4497.4,32766.9,-1392.2,-4497.4
2009-01-01T18:39:00,60,ILR,4.68,8.5,18.73,96.48,179.45,105.66,32796.4,-6.1,-4497.4,32766.8,-1392.2,-4497.4
2009-01-01T18:40:00,60,ILR,4.68,8.5,18.75,96.48,179.45,105.89,32796.2,-6.1,-4497.4,32766.7,-1392.1,-4497.4
2009-01-01T18:41:00,60,ILR,4.68,8.5,18.76,96.48,179.46,106.12,32796.2,-6.1,-4497.5,32766.7,-1392.2,-4497.5
2009-01-01T18:42:00,60,ILR,4.68,8.5,18.78,96.48,179.46,106.35,32796.2,-6.2,-4497.6,32766.7,-1392.2,-4497.6
2009-01-01T18:43:00,60,ILR,4.68,8.5,18.79,96.48,179.46,106.58,32796.3,-6.2,-4497.6,32766.7,-1392.3,-4497.6
2009-01-01T18:44:00,60,ILR,4.68,8.5,18.81,96.48,179.46,106.81,32796.4,-6.2,-4497.7,32766.8,-1392.2,-4497.7
2009-01-01T18:45:00,60,ILR,4.68,8.5,18.82,96.48,179.46,107.04,32796.4,-6.2,-4497.8,32766.8,-1392.3,-4497.8
2009-01-01T18:46:00,60,ILR,4.68,8.5,18.84,96.48,179.46,107.27,32796.4,-6.2,-4497.8,32766.8,-1392.3,-4497.8
2009-01-01T18:47:00,60,ILR,4.68,8.5,18.85,96.48,179.46,107.5,32796.3,-6.3,-4497.8,32766.7,-1392.3,-4497.8
2009-01-01T18:48:00,60,ILR,4.68,8.5,18.87,96.48,179.46,107.73,32796.2,-6.2,-4497.8,32766.7,-1392.3,-4497.8
2009-01-01T18:49:00,60,ILR,4.68,8.5,18.89,96.48,179.47,107.96,32796.4,-6.2,-4497.8,32766.9,-1392.3,-4497.8
2009-01-01T18:50:00,60,ILR,4.68,8.5,18.9,96.48,179.47,108.19,32796.5,-6.3,-4497.7,32766.9,-1392.3,-4497.7
2009-01-01T18:51:00,60,ILR,4.68,8.5,18.92,96.48,179.47,108.42,32796.6,-6.3,-4497.7,32767,-1392.4,-4497.7
2009-01-01T18:52:00,60,ILR,4.68,8.5,18.93,96.48,179.47,108.65,32796.5,-6.3,-4497.7,32766.9,-1392.4,-4497.7
2009-01-01T18:53:00,60,ILR,4.68,8.5,18.95,96.48,179.47,108.88,32796.5,-6.4,-4497.7,32766.9,-1392.4,-4497.7
2009-01-01T18:54:00,60,ILR,4.68,8.5,18.96,96.48,179.47,109.11,32796.6,-6.4,-4497.7,32767.1,-1392.5,-4497.7
